genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
beatlesque,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
british invasion,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
classic rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
merseybeat,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
psychedelic rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
classic rock,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
folk,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
folk rock,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
heartland rock,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
mellow gold,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
rock,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
singer-songwriter,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
soft rock,https://api.spotify.com/v1/artists/44NX2ffIYHr6D4n7RaZF7A,44NX2ffIYHr6D4n7RaZF7A,,Van Morrison,73,artist,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,NA,2807481
classic soul,https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA,3koiLjNrgRTNbOwViDipeA,,Marvin Gaye,74,artist,spotify:artist:3koiLjNrgRTNbOwViDipeA,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,NA,4963066
motown,https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA,3koiLjNrgRTNbOwViDipeA,,Marvin Gaye,74,artist,spotify:artist:3koiLjNrgRTNbOwViDipeA,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,NA,4963066
neo soul,https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA,3koiLjNrgRTNbOwViDipeA,,Marvin Gaye,74,artist,spotify:artist:3koiLjNrgRTNbOwViDipeA,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,NA,4963066
northern soul,https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA,3koiLjNrgRTNbOwViDipeA,,Marvin Gaye,74,artist,spotify:artist:3koiLjNrgRTNbOwViDipeA,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,NA,4963066
quiet storm,https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA,3koiLjNrgRTNbOwViDipeA,,Marvin Gaye,74,artist,spotify:artist:3koiLjNrgRTNbOwViDipeA,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,NA,4963066
soul,https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA,3koiLjNrgRTNbOwViDipeA,,Marvin Gaye,74,artist,spotify:artist:3koiLjNrgRTNbOwViDipeA,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,NA,4963066
classic soul,https://api.spotify.com/v1/artists/75jNCko3SnEMI5gwGqrbb8,75jNCko3SnEMI5gwGqrbb8,,Tammi Terrell,67,artist,spotify:artist:75jNCko3SnEMI5gwGqrbb8,https://open.spotify.com/artist/75jNCko3SnEMI5gwGqrbb8,NA,162202
motown,https://api.spotify.com/v1/artists/75jNCko3SnEMI5gwGqrbb8,75jNCko3SnEMI5gwGqrbb8,,Tammi Terrell,67,artist,spotify:artist:75jNCko3SnEMI5gwGqrbb8,https://open.spotify.com/artist/75jNCko3SnEMI5gwGqrbb8,NA,162202
soul,https://api.spotify.com/v1/artists/75jNCko3SnEMI5gwGqrbb8,75jNCko3SnEMI5gwGqrbb8,,Tammi Terrell,67,artist,spotify:artist:75jNCko3SnEMI5gwGqrbb8,https://open.spotify.com/artist/75jNCko3SnEMI5gwGqrbb8,NA,162202
southern soul,https://api.spotify.com/v1/artists/75jNCko3SnEMI5gwGqrbb8,75jNCko3SnEMI5gwGqrbb8,,Tammi Terrell,67,artist,spotify:artist:75jNCko3SnEMI5gwGqrbb8,https://open.spotify.com/artist/75jNCko3SnEMI5gwGqrbb8,NA,162202
classic rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
country rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
southern rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
swamp rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
memphis soul,https://api.spotify.com/v1/artists/3RwQ26hR2tJtA8F9p2n7jG,3RwQ26hR2tJtA8F9p2n7jG,,The Temptations,67,artist,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,NA,2681042
motown,https://api.spotify.com/v1/artists/3RwQ26hR2tJtA8F9p2n7jG,3RwQ26hR2tJtA8F9p2n7jG,,The Temptations,67,artist,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,NA,2681042
soul,https://api.spotify.com/v1/artists/3RwQ26hR2tJtA8F9p2n7jG,3RwQ26hR2tJtA8F9p2n7jG,,The Temptations,67,artist,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,NA,2681042
rock-and-roll,https://api.spotify.com/v1/artists/43ZHCT0cAZBISjO8DG9PnE,43ZHCT0cAZBISjO8DG9PnE,,Elvis Presley,79,artist,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,https://open.spotify.com/artist/43ZHCT0cAZBISjO8DG9PnE,NA,8154879
rockabilly,https://api.spotify.com/v1/artists/43ZHCT0cAZBISjO8DG9PnE,43ZHCT0cAZBISjO8DG9PnE,,Elvis Presley,79,artist,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,https://open.spotify.com/artist/43ZHCT0cAZBISjO8DG9PnE,NA,8154879
rock-and-roll,https://api.spotify.com/v1/artists/3plJVWt88EqjvtuB4ZDRV3,3plJVWt88EqjvtuB4ZDRV3,,Ben E. King,65,artist,spotify:artist:3plJVWt88EqjvtuB4ZDRV3,https://open.spotify.com/artist/3plJVWt88EqjvtuB4ZDRV3,NA,517760
soul,https://api.spotify.com/v1/artists/3plJVWt88EqjvtuB4ZDRV3,3plJVWt88EqjvtuB4ZDRV3,,Ben E. King,65,artist,spotify:artist:3plJVWt88EqjvtuB4ZDRV3,https://open.spotify.com/artist/3plJVWt88EqjvtuB4ZDRV3,NA,517760
album rock,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
british invasion,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
classic rock,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
rock,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
adult standards,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
brill building pop,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
folk rock,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
heartland rock,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
mellow gold,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
singer-songwriter,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
soft rock,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
yacht rock,https://api.spotify.com/v1/artists/7mEIug7XUlQHikrFxjTWes,7mEIug7XUlQHikrFxjTWes,,Neil Diamond,68,artist,spotify:artist:7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,NA,2352939
classic rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
country rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
southern rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
swamp rock,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,NA,5713394
beatlesque,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
british invasion,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
classic rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
merseybeat,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
psychedelic rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
beatlesque,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
british invasion,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
classic rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
merseybeat,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
psychedelic rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
rock,https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2,3WrFJ7ztbogyGnTHbHJFl2,,The Beatles,84,artist,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,NA,25167061
classic rock,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
folk,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
folk rock,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
mellow gold,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
psychedelic rock,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
rock,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
soft rock,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
sunshine pop,https://api.spotify.com/v1/artists/1bs7HoMkSyQwcobCpE9KpN,1bs7HoMkSyQwcobCpE9KpN,,The Mamas & The Papas,68,artist,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,https://open.spotify.com/artist/1bs7HoMkSyQwcobCpE9KpN,NA,1527199
acid rock,https://api.spotify.com/v1/artists/776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4,,Jimi Hendrix,71,artist,spotify:artist:776Uo845nYHJpNaStv1Ds4,https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,NA,6154234
album rock,https://api.spotify.com/v1/artists/776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4,,Jimi Hendrix,71,artist,spotify:artist:776Uo845nYHJpNaStv1Ds4,https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,NA,6154234
classic rock,https://api.spotify.com/v1/artists/776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4,,Jimi Hendrix,71,artist,spotify:artist:776Uo845nYHJpNaStv1Ds4,https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,NA,6154234
hard rock,https://api.spotify.com/v1/artists/776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4,,Jimi Hendrix,71,artist,spotify:artist:776Uo845nYHJpNaStv1Ds4,https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,NA,6154234
proto-metal,https://api.spotify.com/v1/artists/776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4,,Jimi Hendrix,71,artist,spotify:artist:776Uo845nYHJpNaStv1Ds4,https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,NA,6154234
psychedelic rock,https://api.spotify.com/v1/artists/776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4,,Jimi Hendrix,71,artist,spotify:artist:776Uo845nYHJpNaStv1Ds4,https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,NA,6154234
rock,https://api.spotify.com/v1/artists/776Uo845nYHJpNaStv1Ds4,776Uo845nYHJpNaStv1Ds4,,Jimi Hendrix,71,artist,spotify:artist:776Uo845nYHJpNaStv1Ds4,https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,NA,6154234
album rock,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
british invasion,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
classic rock,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
rock,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
classic rock,https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,,Simon & Garfunkel,73,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,NA,4595282
folk,https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,,Simon & Garfunkel,73,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,NA,4595282
folk rock,https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,,Simon & Garfunkel,73,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,NA,4595282
melancholia,https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,,Simon & Garfunkel,73,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,NA,4595282
mellow gold,https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,,Simon & Garfunkel,73,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,NA,4595282
rock,https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,,Simon & Garfunkel,73,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,NA,4595282
soft rock,https://api.spotify.com/v1/artists/70cRZdQywnSFp9pnc2WTCE,70cRZdQywnSFp9pnc2WTCE,,Simon & Garfunkel,73,artist,spotify:artist:70cRZdQywnSFp9pnc2WTCE,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,NA,4595282
album rock,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
british invasion,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,,The Rolling Stones,79,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,NA,12847927
